id,client_order_id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,replaced_by,replaces,asset_id,symbol,asset_class,qty,filled_qty,filled_avg_price,order_class,order_type,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs
393203cf-8871-4a83-8a8e-bfb32f9bde11,0dd45b92-fcce-465e-9fb9-2d19c9d45fe5,2020-06-22T13:47:44.566548Z,2020-06-22T13:47:46.465225Z,2020-06-22T13:47:44.547826Z,,,2020-06-22T13:47:46.436768Z,,,,,a18d2410-9441-430d-837b-9a0d8c460e57,ZIOP,us_equity,364,0,,,limit,limit,buy,day,3.42,,canceled,False,
fe486b09-4403-46f9-989e-ef85b6653e58,d51aef09-758d-45d2-b8d5-913affcf67d5,2020-06-22T13:47:43.459465Z,2020-06-22T13:47:43.61119Z,2020-06-22T13:47:43.444307Z,2020-06-22T13:47:43.571471Z,,,,,,,1081b8d5-5310-4f97-978d-252d495aa8c3,ODP,us_equity,502,502,2.49,,limit,limit,buy,day,2.49,,filled,False,
324f3313-54f0-4e28-9263-aed2ec34a4c3,6be64f2f-3ca2-4ac9-8be2-b23648fe4a65,2020-06-22T13:47:42.002343Z,2020-06-22T13:47:42.221708Z,2020-06-22T13:47:41.981257Z,,,2020-06-22T13:47:42.208806Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
a890e33e-997a-4c13-8b34-3451741e3be6,781caf07-7aa7-4e79-8815-c01339e42c57,2020-06-22T13:47:40.690553Z,2020-06-22T13:47:40.867938Z,2020-06-22T13:47:40.668559Z,2020-06-22T13:47:40.841667Z,,,,,,,b638bfcc-44c7-4341-946d-0a7d8f3a7a7b,HMY,us_equity,361,361,3.44,,limit,limit,buy,day,3.45,,filled,False,
7d1eb7db-bcb4-43f4-9436-0a95db058852,e21df43a-94af-4ac1-8f5f-2b3a59b7c0e8,2020-06-22T13:47:39.484192Z,2020-06-22T13:47:39.595869Z,2020-06-22T13:47:39.468037Z,2020-06-22T13:47:39.562695Z,,,,,,,7de48af2-2648-42c6-8319-2719b702617f,SNCR,us_equity,329,329,3.79,,limit,limit,buy,day,3.79,,filled,False,
6ae66a9e-7625-4a36-ba03-e6605484cde2,1c6de3c3-adca-4ae5-99b8-26d269488887,2020-06-22T13:47:38.433449Z,2020-06-22T13:47:39.73124Z,2020-06-22T13:47:38.420411Z,,,2020-06-22T13:47:39.723833Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
8b79f18a-58f0-47d9-a109-a7c8189740c8,30d7c347-c68b-4072-a7a5-ec33aaca9fc3,2020-06-22T13:47:37.277672Z,2020-06-22T13:47:50.306721Z,2020-06-22T13:47:37.259702Z,,,2020-06-22T13:47:50.296856Z,,,,,e2a66ce3-b8dd-4adc-bbe0-f2c80aa21134,AXU,us_equity,584,0,,,limit,limit,buy,day,2.13,,canceled,False,
97621fe1-7b6c-457f-bd47-55cfac243545,eef94f39-5258-4cd9-98a4-c679b78e70e8,2020-06-22T13:47:36.020421Z,2020-06-22T13:47:38.273384Z,2020-06-22T13:47:36.005542Z,2020-06-22T13:47:38.256395Z,,,,,,,76b615bb-4a70-44f0-b330-9524a0b05aec,KGC,us_equity,181,181,6.88,,limit,limit,buy,day,6.88,,filled,False,
2ba708a0-119e-43e3-9db3-6b9a4a6fc23d,fa93f7a2-59e6-422c-b0c6-a21e8d2ea01a,2020-06-22T13:47:34.536458Z,2020-06-22T13:47:34.739359Z,2020-06-22T13:47:34.522735Z,,,2020-06-22T13:47:34.70119Z,,,,,b638bfcc-44c7-4341-946d-0a7d8f3a7a7b,HMY,us_equity,361,0,,,limit,limit,buy,day,3.45,,canceled,False,
2d934fb1-f750-4b89-9c5c-928d614a2aff,86f18e46-146a-4cb6-a1d4-3514a74e8b01,2020-06-22T13:47:33.2963Z,2020-06-22T13:47:33.492358Z,2020-06-22T13:47:33.279643Z,2020-06-22T13:47:33.471058Z,,,,,,,3171a059-104b-4e3e-a38c-8fe95849bfda,SONO,us_equity,99,99,12.54,,limit,limit,buy,day,12.54,,filled,False,
fde3d751-2196-4f37-8cda-f2800a34b06e,318cd296-36ef-4a35-bde5-e70e051074c9,2020-06-22T13:47:32.080472Z,2020-06-22T13:47:32.269375Z,2020-06-22T13:47:32.060825Z,2020-06-22T13:47:32.250794Z,,,,,,,36913529-0b3c-4349-8360-e266720c49a2,AG,us_equity,133,133,9.36,,limit,limit,buy,day,9.36,,filled,False,
6c274221-efae-41e2-b9ca-17fe5d7b4f51,1da05784-8993-4f70-8cde-abb0ba8f3de1,2020-06-22T13:47:30.50096Z,2020-06-22T13:47:32.255332Z,2020-06-22T13:47:30.486519Z,,,2020-06-22T13:47:32.21495Z,,,,,1081b8d5-5310-4f97-978d-252d495aa8c3,ODP,us_equity,503,0,,,limit,limit,buy,day,2.48,,canceled,False,
d3c3420a-7e0c-46c6-acac-37c745785bc0,5a830a96-1b1f-4edf-bd97-95e2617d434b,2020-06-22T13:47:28.701011Z,2020-06-22T13:47:30.78332Z,2020-06-22T13:47:28.687447Z,,,2020-06-22T13:47:30.764915Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
34c373cc-1064-4cfb-a2d8-a70c9c04327c,5d3a16fc-e07b-46ff-a72a-8f9eee5705a6,2020-06-22T13:47:27.44482Z,2020-06-22T13:47:30.604137Z,2020-06-22T13:47:27.431012Z,,,2020-06-22T13:47:30.587233Z,,,,,76b615bb-4a70-44f0-b330-9524a0b05aec,KGC,us_equity,181,0,,,limit,limit,buy,day,6.88,,canceled,False,
fec8cc12-cb7b-493d-bae4-2c6a0576e811,8b281658-57c2-4b4a-8653-214173ada3ae,2020-06-22T13:47:26.278034Z,2020-06-22T13:47:38.984373Z,2020-06-22T13:47:26.2613Z,2020-06-22T13:47:38.9553Z,,,,,,,c86d4aea-b196-4ac3-bb4f-75e09872745d,SILV,us_equity,142,142,8.76,,limit,limit,buy,day,8.76,,filled,False,
d8224877-f1b6-4407-b5e9-9e18832ba554,f32de00c-c704-4f48-a9b5-9ce3778edfd2,2020-06-22T13:47:24.934036Z,2020-06-22T13:47:32.24234Z,2020-06-22T13:47:24.918723Z,,,2020-06-22T13:47:32.209214Z,,,,,7de48af2-2648-42c6-8319-2719b702617f,SNCR,us_equity,333,0,,,limit,limit,buy,day,3.75,,canceled,False,
8487a682-fad2-4677-bcb2-13b0361d7bce,035eec85-9fbe-442e-abf2-8970ced825bc,2020-06-22T13:47:23.781987Z,2020-06-22T13:47:25.231375Z,2020-06-22T13:47:23.768637Z,,,2020-06-22T13:47:25.218225Z,,,,,36913529-0b3c-4349-8360-e266720c49a2,AG,us_equity,133,0,,,limit,limit,buy,day,9.36,,canceled,False,
38359a4c-22ed-4559-93fa-38956be5cbca,e7274dfd-8ef8-42cd-90a9-7e90d6556895,2020-06-22T13:47:22.575065Z,2020-06-22T13:47:22.753947Z,2020-06-22T13:47:22.559608Z,2020-06-22T13:47:22.72032Z,,,,,,,97446bb1-864a-491c-bb61-0028688e97bd,GFI,us_equity,143,143,8.73,,limit,limit,buy,day,8.73,,filled,False,
80e198e5-daa9-4da9-8a62-24c28a81aec1,7ae832e9-bd73-47e8-96d8-b920042770db,2020-06-22T13:47:21.528257Z,2020-06-22T13:47:26.484642Z,2020-06-22T13:47:21.503638Z,,,2020-06-22T13:47:26.437432Z,,,,,3171a059-104b-4e3e-a38c-8fe95849bfda,SONO,us_equity,99,0,,,limit,limit,buy,day,12.52,,canceled,False,
c16e77a5-e695-48c3-994a-80c5d9bed79c,a737e8d5-2ec3-4d40-9d69-8e4208adda2e,2020-06-22T13:47:19.871202Z,2020-06-22T13:47:19.985686Z,2020-06-22T13:47:19.85415Z,2020-06-22T13:47:19.968332Z,,,,,,,74f7cda3-433d-4597-bf2c-b6e7782133d6,CDE,us_equity,247,247,5.05,,limit,limit,buy,day,5.05,,filled,False,
216b6658-1ac3-45b0-b32c-4af63d8567a8,48efc983-ebe5-4367-94d3-054555d40b1b,2020-06-22T13:47:18.709523Z,2020-06-22T13:47:19.973551Z,2020-06-22T13:47:18.69819Z,,,2020-06-22T13:47:19.95808Z,,,,,76b615bb-4a70-44f0-b330-9524a0b05aec,KGC,us_equity,181,0,,,limit,limit,buy,day,6.88,,canceled,False,
e8fcbc18-142c-4b6a-8575-9808c14a5625,55978b1b-628c-45bd-bc80-7c135942ec6d,2020-06-22T13:47:17.40435Z,2020-06-22T13:47:25.084915Z,2020-06-22T13:47:17.386987Z,,,2020-06-22T13:47:25.042174Z,,,,,e2a66ce3-b8dd-4adc-bbe0-f2c80aa21134,AXU,us_equity,586,0,,,limit,limit,buy,day,2.13,,canceled,False,
aca17ca8-dc7b-4062-8ef7-f76ac124e175,82e0a5cc-5de0-4469-a8f4-d605344f789d,2020-06-22T13:47:16.09096Z,2020-06-22T13:47:16.203261Z,2020-06-22T13:47:16.078882Z,2020-06-22T13:47:16.190978Z,,,,,,,1e9bed06-c870-4b66-91b3-ff0c7d145bb9,EGO,us_equity,136,136,9.17,,limit,limit,buy,day,9.17,,filled,False,
